#mpa_v30_CHOCOPhlAn_201901
#/shares/CIBIO-Storage/CM/scratch/users/francesco.beghini/git/metaphlan/metaphlan.py --nproc 4 --input_type multifastq --bowtie2db /shares/CIBIO-Storage/CM/scratch/users/francesco.beghini/hg/chocophlan/export_201901/metaphlan2/mpa_v30_CHOCOPhlAn_201901 --index mpa_v30_CHOCOPhlAn_201901 --force --bowtie2_exe /shares/CIBIO-Storage/CM/scratch/users/francesco.beghini/bowtie2-2.3.4.3-linux-x86_64/bowtie2 --bowtie2out /shares/CIBIO-Storage/CM/scratch/data/meta/AsnicarF_2017/metaphlan-3.0_v30_CHOCOPhlAn_201901/MV_FEI5_t2Q14/MV_FEI5_t2Q14.bowtie2.bz2 --samout /shares/CIBIO-Storage/CM/scratch/data/meta/AsnicarF_2017/metaphlan-3.0_v30_CHOCOPhlAn_201901/MV_FEI5_t2Q14/MV_FEI5_t2Q14.sam.bz2 -o /shares/CIBIO-Storage/CM/scratch/data/meta/AsnicarF_2017/metaphlan-3.0_v30_CHOCOPhlAn_201901/MV_FEI5_t2Q14/MV_FEI5_t2Q14_profile.tsv
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance
k__Bacteria	2	99.98589	
k__Archaea	2157	0.01411	
k__Bacteria|p__Bacteroidetes	2|976	84.61866	
k__Bacteria|p__Firmicutes	2|1239	13.10412	
k__Bacteria|p__Proteobacteria	2|1224	1.33071	
k__Bacteria|p__Verrucomicrobia	2|74201	0.85706	
k__Bacteria|p__Actinobacteria	2|201174	0.07535	
k__Archaea|p__Euryarchaeota	2157|28890	0.01411	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	84.61866	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	11.20195	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.21098	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.91616	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.85706	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.50252	
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified		0.33088	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.15262	
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.06512	
