#mpa_v30_CHOCOPhlAn_201901
#/shares/CIBIO-Storage/CM/scratch/users/francesco.beghini/git/metaphlan/metaphlan.py --nproc 4 --input_type multifastq --bowtie2db /shares/CIBIO-Storage/CM/scratch/users/francesco.beghini/hg/chocophlan/export_201901/metaphlan2/mpa_v30_CHOCOPhlAn_201901 --index mpa_v30_CHOCOPhlAn_201901 --force --bowtie2_exe /shares/CIBIO-Storage/CM/scratch/users/francesco.beghini/bowtie2-2.3.4.3-linux-x86_64/bowtie2 --bowtie2out /shares/CIBIO-Storage/CM/scratch/data/meta/AsnicarF_2017/metaphlan-3.0_v30_CHOCOPhlAn_201901/MV_FEM1_t1Q14/MV_FEM1_t1Q14.bowtie2.bz2 --samout /shares/CIBIO-Storage/CM/scratch/data/meta/AsnicarF_2017/metaphlan-3.0_v30_CHOCOPhlAn_201901/MV_FEM1_t1Q14/MV_FEM1_t1Q14.sam.bz2 -o /shares/CIBIO-Storage/CM/scratch/data/meta/AsnicarF_2017/metaphlan-3.0_v30_CHOCOPhlAn_201901/MV_FEM1_t1Q14/MV_FEM1_t1Q14_profile.tsv
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance
k__Bacteria	2	99.8994	
k__Eukaryota	2759	0.05645	
k__Archaea	2157	0.04414	
k__Bacteria|p__Bacteroidetes	2|976	87.85975	
k__Bacteria|p__Firmicutes	2|1239	10.92848	
k__Bacteria|p__Actinobacteria	2|201174	1.0878	
k__Eukaryota|p__Eukaryota_unclassified		0.05645	
k__Archaea|p__Euryarchaeota	2157|28890	0.04414	
k__Bacteria|p__Verrucomicrobia	2|74201	0.02248	
k__Bacteria|p__Lentisphaerae	2|256845	0.00059	
k__Bacteria|p__Proteobacteria	2|1224	0.00031	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	87.85975	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	6.74391	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	4.16101	
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.64646	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.44134	
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified		0.05645	
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.04414	
