NCBI_ID	Rank	Parent_NCBI_ID	Parent_name	Parent_rank
999891	strain	1390	Bacillus amyloliquefaciens	species
999630	strain	184117	Thermoproteus uzoniensis	species
999628	strain	378211	Methyloversatilis universalis	species
999627	species	1541818	Sedimentitalea	genus
999611	strain	476529	Leisingera aquimarina	species
999552	strain	133924	Leisingera methylohalidivorans	species
999550	strain	385492	Pseudophaeobacter arcticus	species
999549	strain	506591	Leisingera caerulea	species
999548	strain	221822	Phaeobacter inhibens	species
999547	strain	405746	Leisingera daeponensis	species
999543	strain	351187	Salinispora pacifica	species
999542	strain	351187	Salinispora pacifica	species
999541	strain	28095	Burkholderia gladioli	species
999488	genus	118882	Brucellaceae	family
999430	strain	158	Treponema denticola	species
999429	strain	158	Treponema denticola	species
999428	strain	158	Treponema denticola	species
999425	species	1301	Streptococcus	genus
999424	species	1301	Streptococcus	genus
999423	species	970	Selenomonas	genus
999415	strain	31973	Eggerthia catenaformis	species
999413	strain	1522	[Clostridium] innocuum	species
999412	strain	154046	Hungatella hathewayi	species
999386	strain	758826	Acidovorax radicis	species
999378	strain	1582	Lacticaseibacillus casei	species
99919	species	28263	Arcanobacterium	genus
999183	species	28263	Arcanobacterium	genus
999151	species	40222	Methylophaga	genus
999141	species	2745	Halomonas	genus
99907	species	99906	Alkalibacterium	genus
99906	genus	186828	Carnobacteriaceae	family
999	species	1937972	Bernardetia	genus
998845	species	237	Flavobacterium	genus
998820	strain	1582	Lacticaseibacillus casei	species
998674	strain	45248	Leucothrix mucor	species
998092	strain	1773	Mycobacterium tuberculosis	species
998088	strain	654	Aeromonas veronii	species
998084	species	1883	Streptomyces	genus
99807	species	1716	Corynebacterium	genus
998	species	992	Flexibacter	genus
997894	strain	208479	Enterocloster bolteae	species
997888	strain	338188	Bacteroides finegoldii	species
997877	strain	357276	Phocaeicola dorei	species
997761	strain	61624	Paenibacillus mucilaginosus	species
997355	strain	33010	Cutibacterium avidum	species
997353	strain	60133	Prevotella pallens	species
997352	strain	28133	Prevotella nigrescens	species
997350	strain	33030	Peptoniphilus indolicus	species
997349	strain	138595	Olsenella profusa	species
997348	strain	496	Neisseria macacae	species
997347	strain	76859	Fusobacterium animalis	species
997346	species	500614	Desmospora	genus
997296	strain	1471	Bacillus methanolicus	species
997	species	1937963	Eisenibacter	genus
996801	species	52959	Polaribacter	genus
996634	strain	65058	Corynebacterium ulcerans	species
99656	species	1506553	Lachnoclostridium	genus
99655	species	1073	Rhodopseudomonas	genus
99653	species	1827	Rhodococcus	genus
996285	strain	316	Stutzerimonas stutzeri	species
996	species	237	Flavobacterium	genus
99598	species	1186	Calothrix	genus
99597	species	13687	Sphingomonas	genus
99593	genus	2848916	Thermohalobacteraceae	family
995	species	929509	Solitalea	genus
994874	species	1386	Bacillus	genus
994873	species	1386	Bacillus	genus
99481	species	99479	Tetrasphaera	genus
99480	species	99479	Tetrasphaera	genus
99479	genus	85021	Intrasporangiaceae	family
994696	species	33055	Candidatus Kinetoplastibacterium	genus
994695	species	33055	Candidatus Kinetoplastibacterium	genus
994692	species	33055	Candidatus Kinetoplastibacterium	genus
994573	strain	1408819	Youngiibacter fragilis	species
994484	strain	930166	Pseudomonas brassicacearum	species
994479	strain	60894	Saccharopolyspora spinosa	species
994476	strain	630	Yersinia enterocolitica	species
994315	species	33882	Microbacterium	genus
993692	species	2767879	Companilactobacillus	genus
993517	strain	265606	Rhodopirellula baltica	species
993516	strain	265606	Rhodopirellula baltica	species
993512	strain	1307	Streptococcus suis	species
993073	species	33882	Microbacterium	genus
992942	species	1827	Rhodococcus	genus
99287	strain	28901	Salmonella enterica	species
99286	species	237	Flavobacterium	genus
992406	strain	34085	Riemerella anatipestifer	species
992012	species	662	Vibrio	genus
992	genus	2762284	Flexibacteraceae	family
991905	strain	991904	Polymorphum gilvum	species
991904	species	991903	Polymorphum	genus
991791	strain	1488	Clostridium acetobutylicum	species
991789	strain	28446	Anaerotignum propionicum	species
991778	strain	265606	Rhodopirellula baltica	species
99117	species	29404	Microlunatus	genus
991023	species	1386	Bacillus	genus
991	species	237	Flavobacterium	genus
990998	strain	28174	Vibrio ordalii	species
990372	species	279	Xanthobacter	genus
990371	species	2762385	Daejeonella	genus
990367	species	286	Pseudomonas	genus
990317	strain	315405	Streptococcus gallolyticus	species
990316	strain	2223	Methanothrix soehngenii	species
990315	strain	339	Xanthomonas campestris	species
990288	strain	33059	Acidithiobacillus caldus	species
990287	strain	578290	Rhizobium endophyticum	species
990285	strain	1120045	Rhizobium grahamii	species
990284	strain	1079800	Rhizobium mesoamericanum	species
990282	strain	28901	Salmonella enterica	species
990268	species	662	Vibrio	genus
99007	species	2276	Pyrobaculum	genus
99	genus	335928	Xanthobacteraceae	family
989	species	59738	Marinilabilia	genus
988812	strain	42444	Marinovum algicola	species
988	species	283735	Leeuwenhoekiella	genus
987059	strain	316997	Rubrivivax benzoatilyticus	species
987045	strain	281473	Jiangella gansuensis	species
987	species	290174	Aquimarina	genus
98672	species	1663	Arthrobacter	genus
98671	species	1742991	Pseudoglutamicibacter	genus
98668	species	1866885	Mycolicibacterium	genus
986075	strain	296745	Caldalkalibacillus thermarum	species
986	species	237	Flavobacterium	genus
985762	species	1279	Staphylococcus	genus
985665	strain	159743	Paenibacillus terrae	species
98513	species	20	Phenylobacterium	genus
985079	strain	87883	Burkholderia multivorans	species
985053	strain	985052	Vulcanisaeta moutnovskia	species
985052	species	164450	Vulcanisaeta	genus
985008	strain	732	Aggregatibacter aphrophilus	species
985006	strain	1280	Staphylococcus aureus	species
985002	species	1279	Staphylococcus	genus
985001	genus	85018	Dermatophilaceae	family
985	species	978	Cytophaga	genus
984991	species	2093	Mycoplasma	genus
984892	strain	283734	Staphylococcus pseudintermedius	species
984307	species	1822464	Paraburkholderia	genus
984262	strain	1008	Saprospira grandis	species
984129	strain	263	Francisella tularensis	species
984	species	84567	Pedobacter	genus
983920	strain	378548	Novosphingobium nitrogenifigens	species
983917	strain	28068	Rubrivivax gelatinosus	species
983594	strain	292	Burkholderia cepacia	species
983548	species	326319	Dokdonia	genus
983545	species	89404	Glaciecola	genus
983544	species	291183	Lacinutrix	genus
983328	strain	196	Campylobacter fetus	species
983	species	237	Flavobacterium	genus
98228	species	1386	Bacillus	genus
982	species	1618113	Saccharicrinis	genus
981540	strain	197614	Streptococcus pasteurianus	species
981539	strain	315405	Streptococcus gallolyticus	species
981386	species	234	Brucella	genus
981384	species	97050	Ruegeria	genus
981383	strain	1147159	Ornithinibacillus scapharcae	species
981369	strain	405783	Streptacidiphilus rugosus	species
981368	strain	456327	Xanthomonas euvesicatoria	species
981336	strain	108980	Acinetobacter ursingii	species
981334	strain	40216	Acinetobacter radioresistens	species
981333	strain	134533	Acinetobacter parvus	species
981331	strain	471	Acinetobacter calcoaceticus	species
981327	strain	28090	Acinetobacter lwoffii	species
981324	strain	106648	Acinetobacter bereziniae	species
981222	strain	458033	Chloracidobacterium thermophilum	species
980584	species	290174	Aquimarina	genus
980518	strain	539813	Enterobacter mori	species
980514	strain	470	Acinetobacter baumannii	species
980445	strain	361111	Desulfoglaeba alkanexedens	species
980427	species	1298	Deinococcus	genus
980422	strain	59748	Candidatus Phytoplasma australiense	species
979982	species	1243	Leuconostoc	genus
979556	strain	2033	Microbacterium testaceum	species
979226	strain	400776	Cohnella panacarvi	species
979	species	104264	Cellulophaga	genus
978	genus	89373	Cytophagaceae	family
977880	strain	164546	Cupriavidus taiwanensis	species
97485	species	35143	Prymnesium	genus
97481	species	745	Pasteurella	genus
97478	species	2742598	Limosilactobacillus	genus
97477	species	49894	Acetomicrobium	genus
97398	species	1883	Streptomyces	genus
97393	species	74968	Ferroplasma	genus
973	genus	53434	Halobacteroidaceae	family
97253	species	1730	Eubacterium	genus
97138	species	1485	Clostridium	genus
971	species	970	Selenomonas	genus
97084	species	1652133	Halobacteriovorax	genus
97050	genus	2854170	Roseobacteraceae	family
970	genus	1843491	Selenomonadaceae	family
96908	species	96907	Eutreptia	genus
96773	species	33057	Thauera	genus
967	genus	119068	Spirillaceae	family
966	species	965	Oceanospirillum	genus
96563	strain	316	Stutzerimonas stutzeri	species
96562	strain	316	Stutzerimonas stutzeri	species
96561	strain	181663	Desulfosudis oleivorans	species
965	genus	135620	Oceanospirillaceae	family
96492	genus	85023	Microbacteriaceae	family
96472	species	1030	Thiothrix	genus
96468	species	1817	Nocardia	genus
964	species	963	Herbaspirillum	genus
96345	species	237	Flavobacterium	genus
96344	species	106589	Cupriavidus	genus
963	genus	75682	Oxalobacteraceae	family
96230	species	445	Legionella	genus
96229	species	445	Legionella	genus
96101	species	1988	Actinomadura	genus
96	genus	90627	Gallionellaceae	family
959	species	958	Bdellovibrio	genus
958	genus	213483	Pseudobdellovibrionaceae	family
956483	strain	28903	Mycoplasmopsis bovis	species
95641	species	2822410	Methylotuvimicrobium	genus
956149	strain	28141	Cronobacter sakazakii	species
955	species	953	Wolbachia	genus
95486	species	32008	Burkholderia	genus
95485	species	32008	Burkholderia	genus
953739	strain	54571	Streptomyces venezuelae	species
95300	species	286	Pseudomonas	genus
953	genus	942	Anaplasmataceae	family
95172	species	1663	Arthrobacter	genus
95162	species	1817	Nocardia	genus
95160	species	1988	Actinomadura	genus
95149	species	209	Helicobacter	genus
951	species	33993	Neorickettsia	genus
950	species	33993	Neorickettsia	genus
948922	species	37098	Isochrysis	genus
948458	strain	1386098	Actinotalea ferrariae	species
948107	species	1822464	Paraburkholderia	genus
948077	species	490567	Arenimonas	genus
948	species	768	Anaplasma	genus
947969	strain	1386092	Cellulomonas carbonis	species
947525	genus	125316	Beutenbergiaceae	family
947034	strain	206045	Vulcanithermus mediatlanticus	species
947010	strain	342448	Pelotomaculum isophthalicicum	species
947009	strain	206393	Pelotomaculum terephthalicicum	species
946483	strain	1436290	Candidatus Symbiobacter mobilis	species
946333	species	1114981	Piscinibacter	genus
94627	species	234	Brucella	genus
94626	species	234	Brucella	genus
94625	species	234	Brucella	genus
94624	species	517	Bordetella	genus
946235	strain	1465765	Oceanobacillus massiliensis	species
946077	strain	1165090	Imtechella halotolerans	species
945982	species	28231	Geobacter	genus
945713	strain	591197	Ignavibacterium album	species
945712	strain	65058	Corynebacterium ulcerans	species
945711	strain	65058	Corynebacterium ulcerans	species
945704	strain	1307	Streptococcus suis	species
945692	species	2053	Gordonia	genus
945556	strain	470	Acinetobacter baumannii	species
945550	strain	379097	Vibrio sinaloensis	species
945543	strain	170652	Vibrio brasiliensis	species
945021	strain	51669	Tetragenococcus halophilus	species
945	species	943	Ehrlichia	genus
944564	strain	671229	Veillonella sp. oral taxon 780	species
944559	species	44249	Paenibacillus	genus
944547	species	28196	Arcobacter	genus
944546	strain	28197	Aliarcobacter butzleri	species
944481	species	84404	Hippea	genus
944480	strain	1279027	Hippea alviniae	species
944471	species	1883	Streptomyces	genus
944	species	943	Ehrlichia	genus
943945	strain	2115	Mycoplasmopsis fermentans	species
943347	species	670486	Dehalogenimonas	genus
943	genus	942	Anaplasmataceae	family
942938	strain	46356	Alkalispirochaeta alkalica	species
942866	species	106589	Cupriavidus	genus
942865	species	106589	Cupriavidus	genus
94254	species	120831	Dyadobacter	genus
942513	strain	487	Neisseria meningitidis	species
942150	species	2767842	Lactiplantibacillus	genus
941968	strain	1491	Clostridium botulinum	species
941967	strain	29459	Brucella melitensis	species
941824	strain	53422	Thermobrachium celere	species
941640	strain	29501	Mycoplasma haemofelis	species
941639	strain	1398	Heyndrickxia coagulans	species
941638	strain	35794	Rickettsia slovaca	species
941449	species	872	Desulfovibrio	genus
94139	genus	641	Vibrionaceae	family
94138	species	1279	Staphylococcus	genus
94137	species	160794	Filobacillus	genus
94136	species	331654	Alkalibacillus	genus
941322	strain	562	Escherichia coli	species
94132	species	174951	Ramlibacter	genus
94122	species	22	Shewanella	genus
941193	strain	287	Pseudomonas aeruginosa	species
941183	species	1817	Nocardia	genus
941182	species	1817	Nocardia	genus
940615	species	940557	Granulicella	genus
940614	species	940557	Granulicella	genus
940557	genus	204434	Acidobacteriaceae	family
940295	strain	54259	Ignicoccus islandicus	species
940294	strain	114376	Ignicoccus pacificus	species
940284	strain	33995	Komagataeibacter europaeus	species
940283	strain	33995	Komagataeibacter europaeus	species
940265	strain	438	Acetobacter pasteurianus	species
940190	strain	33970	Melissococcus plutonius	species
94008	genus	539003	Bacillales Family X. Incertae Sedis	family
940	species	939	Hydrogenobacter	genus
94	species	93	Stella	genus
93973	species	22	Shewanella	genus
93929	species	2335	Thermotoga	genus
939	genus	64898	Aquificaceae	family
938412	species	44249	Paenibacillus	genus
938294	strain	1465826	Anaerococcus pacaensis	species
938293	species	165779	Anaerococcus	genus
938289	species	1715798	Levyella	genus
938288	species	1686313	Fenollaria	genus
937777	strain	432329	Deinococcus peraridilitoris	species
937775	strain	2315	Methanoplanus limicola	species
937774	strain	29575	Taylorella equigenitalis	species
937773	strain	283734	Staphylococcus pseudintermedius	species
937593	strain	1422	Geobacillus stearothermophilus	species
93684	species	93682	Roseivivax	genus
93683	species	93682	Roseivivax	genus
93682	genus	2854170	Roseobacteraceae	family
93681	genus	2975441	Sphaerotilaceae	family
936595	species	1164882	Lachnoanaerobaculum	genus
936594	species	1164882	Lachnoanaerobaculum	genus
936589	species	29465	Veillonella	genus
936573	species	970	Selenomonas	genus
936572	species	970	Selenomonas	genus
936476	species	28253	Marinomonas	genus
936456	species	393029	Desulfurispirillum	genus
936351	strain	1685	Bifidobacterium breve	species
936337	species	33882	Microbacterium	genus
936156	strain	1423	Bacillus subtilis	species
936155	strain	214	Helicobacter felis	species
936154	strain	1348	Streptococcus parauberis	species
936153	strain	1351	Enterococcus faecalis	species
936140	strain	1612	Companilactobacillus farciminis	species
936139	strain	2100	Mesomycoplasma hyorhinis	species
936135	strain	375	Bradyrhizobium japonicum	species
936048	species	1743	Propionibacterium	genus
936047	species	1743	Propionibacterium	genus
936	genus	2771471	Sulfurimonadaceae	family
935948	strain	44256	Caldanaerobius polysaccharolyticus	species
935942	strain	66849	Desulfonatronum lacustre	species
935938	strain	363870	Heyndrickxia ginsengihumi	species
935897	strain	727	Haemophilus influenzae	species
935863	species	83614	Luteimonas	genus
935837	species	1386	Bacillus	genus
935697	strain	1719	Corynebacterium pseudotuberculosis	species
935599	strain	487	Neisseria meningitidis	species
935593	strain	487	Neisseria meningitidis	species
935591	strain	487	Neisseria meningitidis	species
935589	strain	487	Neisseria meningitidis	species
935588	strain	487	Neisseria meningitidis	species
935557	strain	76745	Sinorhizobium arboris	species
935546	strain	381	Mesorhizobium loti	species
935298	strain	1719	Corynebacterium pseudotuberculosis	species
935297	strain	666	Vibrio cholerae	species
935296	strain	548	Klebsiella aerogenes	species
935295	strain	33968	Leuconostoc pseudomesenteroides	species
935294	strain	1246	Leuconostoc lactis	species
935293	species	629	Yersinia	genus
935200	genus	2772226	Sulfuricellaceae	family
935198	strain	1491	Clostridium botulinum	species
93466	species	2422	Fervidobacterium	genus
93461	species	2295	Desulfobacterium	genus
934089	species	2005	Microbispora	genus
933801	strain	563177	Acidianus hospitalis	species
93380	species	93368	Pseudaminobacter	genus
93378	species	635	Edwardsiella	genus
93369	species	93368	Pseudaminobacter	genus
93368	genus	69277	Phyllobacteriaceae	family
933262	species	2299	Desulfosarcina	genus
933093	strain	446	Legionella pneumophila	species
933091	strain	446	Legionella pneumophila	species
933085	strain	446	Legionella pneumophila	species
933071	species	1827	Rhodococcus	genus
933	genus	135616	Piscirickettsiaceae	family
932920	strain	1639	Listeria monocytogenes	species
932919	strain	1639	Listeria monocytogenes	species
932678	strain	136094	Thermocrinis albus	species
932677	strain	553	Pantoea ananatis	species
93222	species	93217	Pandoraea	genus
932213	species	613	Serratia	genus
93221	species	93217	Pandoraea	genus
93220	species	93217	Pandoraea	genus
93219	species	93217	Pandoraea	genus
93218	species	93217	Pandoraea	genus
93217	genus	119060	Burkholderiaceae	family
931626	strain	33952	Acetobacterium woodii	species
931281	strain	303	Pseudomonas putida	species
931277	strain	2250	Halococcus morrhuae	species
931202	strain	34021	Candidatus Liberibacter asiaticus	species
931089	strain	1408191	Corynebacterium deserti	species
931	species	919	Thiobacillus	genus
930946	strain	1631	Fructobacillus fructosus	species
930945	strain	43080	Sulfolobus islandicus	species
930944	strain	630	Yersinia enterocolitica	species
930943	strain	43080	Sulfolobus islandicus	species
930942	strain	1605	Ligilactobacillus animalis	species
930805	species	1217416	Halioglobus	genus
930782	strain	1639	Listeria monocytogenes	species
930781	strain	1639	Listeria monocytogenes	species
93065	species	165697	Sphingopyxis	genus
93064	species	13687	Sphingomonas	genus
93063	species	13687	Sphingomonas	genus
93062	strain	1280	Staphylococcus aureus	species
93061	strain	1280	Staphylococcus aureus	species
93060	strain	1219	Prochlorococcus marinus	species
93059	strain	1219	Prochlorococcus marinus	species
930404	species	286	Pseudomonas	genus
930171	strain	361575	Pseudarthrobacter phenanthrenivorans	species
930170	strain	1428	Bacillus thuringiensis	species
930169	strain	285091	Alloalcanivorax dieselolei	species
930166	species	286	Pseudomonas	genus
930138	species	1647178	Aliicoccus	genus
930	species	119977	Acidithiobacillus	genus
93	genus	2844601	Stellaceae	family
929813	species	929812	Gibbsiella	genus
929794	strain	1468418	Bartonella senegalensis	species
929713	strain	446683	Niabella soli	species
929712	strain	298163	Patulibacter minatonensis	species
929705	strain	28034	Sulfobacillus thermosulfidooxidans	species
929704	strain	256	Myroides odoratus	species
929703	strain	103	Flectobacillus major	species
929563	strain	183	Leptonema illini	species
929562	strain	312279	Emticicia oligotrophica	species
929558	strain	1176482	Sulfurimonas gotlandica	species
929557	strain	83554	Chlamydia psittaci	species
929556	strain	995	Solitalea canadensis	species
929509	genus	84566	Sphingobacteriaceae	family
929506	strain	1491	Clostridium botulinum	species
92947	species	92944	Ketogulonicigenium	genus
92945	species	92944	Ketogulonicigenium	genus
92944	genus	2854170	Roseobacteraceae	family
92938	species	1190	Fischerella	genus
929102	strain	1358	Lactococcus lactis	species
929098	species	2675233	Metabacillus	genus
929	species	119979	Thermithiobacillus	genus
928729	strain	129922	Saccharomonospora halophila	species
928724	strain	40990	Saccharomonospora glauca	species
928723	strain	382	Sinorhizobium meliloti	species
928722	strain	382	Sinorhizobium meliloti	species
928	species	32012	Thiomonas	genus
927704	strain	971	Selenomonas ruminantium	species
927694	strain	178001	Leuconostoc inhae	species
927691	strain	1244	Leuconostoc gelidum	species
927666	strain	1303	Streptococcus oralis	species
927665	strain	328812	Parabacteroides goldsteinii	species
927664	strain	998	Flexibacter flexilis	species
927661	strain	80871	Cryptosporangium arvum	species
927658	strain	286730	Alkaliflexus imshenetskii	species
927655	strain	36808	Corynebacterium bovis	species
92759	species	89583	Gluconacetobacter	genus
927585	species	1386	Bacillus	genus
927083	species	1055688	Sandaracinus	genus
927	species	109262	Halothiobacillus	genus
926692	strain	150060	Halonatronum saccharophilum	species
926690	strain	376171	Haloplanus natans	species
926571	strain	1034015	Nitrososphaera viennensis	species
926570	strain	62140	Acidiphilium multivorum	species
926569	strain	167964	Anaerolinea thermophila	species
926567	strain	108007	Thermanaerovibrio velox	species
926566	strain	392734	Terriglobus roseus	species
926565	strain	153721	Sporocytophaga myxococcoides	species
926564	strain	440482	Promicromonospora kroppenstedtii	species
926562	strain	253245	Owenweeksia hongkongensis	species
926561	strain	46469	Orenia marismortui	species
926560	strain	52023	Calidithermus chliarophilus	species
926559	strain	453852	Galbibacter orientalis	species
926558	strain	46467	Halocella cellulosilytica	species
926556	strain	390884	Echinicola vietnamensis	species
926554	strain	309888	Deinococcus pimensis	species
926551	strain	28189	Capnocytophaga cynodegmi	species
926550	strain	133453	Caldilinea aerophila	species
926549	strain	299567	Adhaeribacter aquaticus	species
92647	species	1822464	Paraburkholderia	genus
92645	species	963	Herbaspirillum	genus
926359	genus	2976354	Natronoarchaeaceae	family
92608	species	1386	Bacillus	genus
926	species	32012	Thiomonas	genus
925818	species	407	Methylobacterium	genus
925775	strain	56460	Xanthomonas vesicatoria	species
92490	species	2997349	Winslowiella	genus
92487	species	1030	Thiothrix	genus
92442	species	1663	Arthrobacter	genus
92245	species	933	Thiomicrospira	genus
92172	species	662	Vibrio	genus
921	species	99	Ancylobacter	genus
92003	species	551759	Aromatoleum	genus
920	species	119977	Acidithiobacillus	genus
91914	genus	433	Acetobacteraceae	family
919	genus	2008790	Thiobacillaceae	family
91844	species	235572	Portiera	genus
91604	species	1521255	Paracaedibacter	genus
916	species	914	Nitrosomonas	genus
915438	strain	185293	Xylanibacter oryzae	species
915437	strain	456493	Saccharibacillus sacchari	species
915	species	914	Nitrosomonas	genus
91466	species	80865	Delftia	genus
91464	species	1129	Synechococcus	genus
914327	species	2703676	Metalysinibacillus	genus
914150	species	261963	Kangiella	genus
914149	strain	666	Vibrio cholerae	species
914127	strain	672	Vibrio vulnificus	species
914	genus	206379	Nitrosomonadaceae	family
913975	species	880756	Fistulifera	genus
913865	species	79206	Desulfosporosinus	genus
913848	strain	1610	Loigolactobacillus coryniformis	species
91359	species	188143	Enterovibrio	genus
913325	strain	1385522	Lysobacter arseniciresistens	species
913	species	911	Nitrobacter	genus
912594	species	1866885	Mycolicibacterium	genus
912	species	911	Nitrobacter	genus
911242	species	286	Pseudomonas	genus
911241	species	286	Pseudomonas	genus
911238	strain	308354	Staphylococcus simiae	species
911113	genus	1962910	Bryobacteraceae	family
911092	species	249529	Caldanaerobacter	genus
911045	species	258255	Pseudovibrio	genus
911023	strain	158877	Yokenella regensburgei	species
911008	strain	83655	Leclercia adecarboxylata	species
911	genus	41294	Nitrobacteraceae	family
910996	strain	569	Hafnia alvei	species
910964	strain	41202	Ewingella americana	species
910348	strain	562	Escherichia coli	species
910311	species	84111	Eggerthella	genus
910310	species	191303	Turicibacter	genus
909954	strain	33959	Lactobacillus johnsonii	species
909952	strain	1747	Cutibacterium acnes	species
909946	strain	28901	Salmonella enterica	species
909926	species	1443919	Tabrizicola	genus
90974	genus	2004	Streptosporangiaceae	family
909663	strain	328301	Syntrophorhabdus aromaticivorans	species
909420	strain	487	Neisseria meningitidis	species
908937	strain	52227	Prevotella dentalis	species
908935	genus	145357	Dermacoccaceae	family
908809	species	44258	Caloramator	genus
908626	genus	83778	Kineosporiaceae	family
908623	genus	908622	Euzebyaceae	family
908341	species	44249	Paenibacillus	genus
908340	species	1485	Clostridium	genus
908338	strain	54005	Peptoniphilus harei	species
908285	species	908284	Necropsobacter	genus
908238	species	1386	Bacillus	genus
90814	species	2039723	Thiomicrorhabdus	genus
907931	strain	1251	Leuconostoc fallax	species
907583	species	162289	Peptoniphilus	genus
907582	species	162289	Peptoniphilus	genus
907581	species	162289	Peptoniphilus	genus
907580	species	162289	Peptoniphilus	genus
907364	genus	28056	Micromonosporaceae	family
90736	species	58050	Moritella	genus
907348	strain	165	Treponema saccharophilum	species
907287	strain	2099	Mesomycoplasma hyopneumoniae	species
90728	species	1549126	Desulfatiglans	genus
907272	strain	813	Chlamydia trachomatis	species
907271	strain	813	Chlamydia trachomatis	species
907270	strain	813	Chlamydia trachomatis	species
907269	strain	813	Chlamydia trachomatis	species
907268	strain	813	Chlamydia trachomatis	species
907267	strain	813	Chlamydia trachomatis	species
907266	strain	813	Chlamydia trachomatis	species
907265	strain	813	Chlamydia trachomatis	species
907264	strain	813	Chlamydia trachomatis	species
907263	strain	813	Chlamydia trachomatis	species
907240	strain	210	Helicobacter pylori	species
907239	strain	210	Helicobacter pylori	species
907238	strain	210	Helicobacter pylori	species
907237	strain	210	Helicobacter pylori	species
907063	species	13687	Sphingomonas	genus
907	species	906	Megasphaera	genus
906968	strain	81028	Treponema brennaborense	species
906888	species	363408	Nonlabens	genus
906	genus	31977	Veillonellaceae	family
905052	strain	33058	Thauera selenatis	species
905011	species	244127	Anaerotruncus	genus
905	species	904	Acidaminococcus	genus
904708	genus	1617891	Arenicellaceae	family
904314	strain	170573	Staphylococcus pettenkoferi	species
904	genus	909930	Acidaminococcaceae	family
903945	species	469	Acinetobacter	genus
903818	strain	35839	Holophaga foetida	species
903814	strain	1736	Eubacterium limosum	species
90373	species	90372	Thiomargarita	genus
90372	genus	135617	Thiotrichaceae	family
903510	strain	29494	Vibrio furnissii	species
903503	strain	1048758	Candidatus Moranella endobia	species
90262	species	4828	Absidia	genus
90245	species	90243	Oligella	genus
90244	species	90243	Oligella	genus
90243	genus	506	Alcaligenaceae	family
90241	species	475	Moraxella	genus
90240	species	475	Moraxella	genus
90239	species	475	Moraxella	genus
901	species	872	Desulfovibrio	genus
90060	species	551759	Aromatoleum	genus
9	species	32199	Buchnera	genus
89969	species	89966	Hymenobacter	genus
89968	species	89966	Hymenobacter	genus
89967	species	89966	Hymenobacter	genus
89966	genus	1853232	Hymenobacteraceae	family
89958	genus	3118656	Natronincolaceae	family
899	species	898	Desulfomicrobium	genus
898	genus	213116	Desulfomicrobiaceae	family
89786	species	29330	Alicyclobacillus	genus
89784	species	29330	Alicyclobacillus	genus
89772	species	69278	Aquamicrobium	genus
897	species	896	Desulfococcus	genus
896	genus	2931039	Desulfococcaceae	family
89586	species	467749	Neoehrlichia	genus
89584	species	89583	Gluconacetobacter	genus
89583	genus	433	Acetobacteraceae	family
89524	species	89523	Rubrimonas	genus
89523	genus	31989	Paracoccaceae	family
89404	genus	72275	Alteromonadaceae	family
89403	species	28228	Colwellia	genus
89402	species	28228	Colwellia	genus
89401	species	28228	Colwellia	genus
894	species	893	Desulfobulbus	genus
89342	genus	213119	Desulfobacteraceae	family
893	genus	213121	Desulfobulbaceae	family
891968	strain	97477	Acetomicrobium mobile	species
89187	strain	314263	Roseovarius nubinhibens	species
89184	species	97050	Ruegeria	genus
89154	species	1716	Corynebacterium	genus
89153	species	1506553	Lachnoclostridium	genus
89152	species	2743582	Peptacetobacter	genus
891402	strain	115553	Halomonas sulfidaeris	species
891398	strain	189385	Candidatus Tremblaya princeps	species
891391	strain	1579	Lactobacillus acidophilus	species
891	species	890	Desulfuromonas	genus
89092	genus	186827	Aerococcaceae	family
89067	species	58050	Moritella	genus
89065	species	286	Pseudomonas	genus
89061	species	46255	Weissella	genus
89059	species	2767887	Ligilactobacillus	genus
89053	species	2053	Gordonia	genus
89051	species	2053	Gordonia	genus
890402	strain	216816	Bifidobacterium longum	species
89014	species	572511	Blautia	genus
890	genus	213421	Desulfuromonadaceae	family
889933	strain	1280	Staphylococcus aureus	species
889932	strain	1590	Lactiplantibacillus plantarum	species
889738	strain	470	Acinetobacter baumannii	species
889513	strain	1719	Corynebacterium pseudotuberculosis	species
889453	species	1193324	Alkalitalea	genus
889393	species	1177	Nostoc	genus
889391	species	1177	Nostoc	genus
889378	strain	46355	Spirochaeta africana	species
889306	species	157226	Jeotgalibacillus	genus
889247	strain	197	Campylobacter jejuni	species
889206	strain	1343	Streptococcus vestibularis	species
889205	strain	257758	Streptococcus pseudopneumoniae	species
889204	strain	68892	Streptococcus infantis	species
889201	strain	45634	Streptococcus cristatus	species
88916	species	64895	Borreliella	genus
889	species	2910985	Paucidesulfovibrio	genus
888845	species	1649470	Minicystis	genus
888833	strain	113107	Streptococcus australis	species
888832	strain	228604	Segatella salivae	species
888829	genus	49	Polyangiaceae	family
888828	strain	729	Haemophilus parainfluenzae	species
888807	strain	1305	Streptococcus sanguinis	species
88875	genus	2008795	Azonexaceae	family
888746	strain	68891	Streptococcus peroris	species
888745	strain	1311	Streptococcus agalactiae	species
888743	strain	282402	Prevotella multiformis	species
888741	strain	502	Kingella denitrificans	species
88874	species	33983	Luteococcus	genus
888728	strain	197575	Haemophilus aegyptius	species
888727	strain	143393	[Eubacterium] sulci	species
888721	strain	76124	[Eubacterium] minutum	species
88825	strain	1176	Aphanizomenon flos-aquae	species
88824	strain	1176	Aphanizomenon flos-aquae	species
88823	species	1175	Aphanizomenon	genus
