NCBI_ID	Rank	Parent_NCBI_ID	Parent_name	Parent_rank
700598	strain	354356	Niastella koreensis	species
700597	strain	1073330	Streptomyces zinciresistens	species
700508	strain	1795	Mycolicibacterium neoaurum	species
700015	strain	33871	Coriobacterium glomerans	species
7	species	6	Azorhizobium	genus
69974	species	68287	Mesorhizobium	genus
69969	species	69965	Macrococcus	genus
69968	species	69965	Macrococcus	genus
69967	species	69965	Macrococcus	genus
69966	species	3076173	Macrococcoides	genus
69965	genus	90964	Staphylococcaceae	family
69962	species	69961	Azomonas	genus
69961	genus	135621	Pseudomonadaceae	family
69959	genus	41295	Rhodospirillaceae	family
699437	species	1288026	Arcticibacter	genus
699248	strain	1341	Streptococcus ratti	species
699246	strain	884684	Mageeibacillus indolicus	species
699218	strain	699192	Megasphaera genomosp. type_1	species
699192	species	906	Megasphaera	genus
698973	strain	1717	Corynebacterium diphtheriae	species
698972	strain	1717	Corynebacterium diphtheriae	species
698971	strain	1717	Corynebacterium diphtheriae	species
698970	strain	1717	Corynebacterium diphtheriae	species
698969	strain	1717	Corynebacterium diphtheriae	species
698968	strain	1717	Corynebacterium diphtheriae	species
698967	strain	1717	Corynebacterium diphtheriae	species
698966	strain	1717	Corynebacterium diphtheriae	species
698965	strain	1717	Corynebacterium diphtheriae	species
698964	strain	1717	Corynebacterium diphtheriae	species
698963	strain	1717	Corynebacterium diphtheriae	species
698962	strain	1717	Corynebacterium diphtheriae	species
69896	species	33926	Phytoplasma	genus
698948	strain	1517	Thermoanaerobacterium thermosaccharolyticum	species
69894	genus	3118658	Tindalliaceae	family
698936	strain	382	Sinorhizobium meliloti	species
698828	species	504090	Kushneria	genus
698776	genus	3018741	Cellulosilyticaceae	family
698769	species	84406	Virgibacillus	genus
698762	strain	161154	Thermanaeromonas toyohensis	species
698761	strain	398	Rhizobium tropici	species
698758	strain	1449	Amphibacillus xylanus	species
698757	strain	99007	Pyrobaculum oguniense	species
698738	strain	188908	Oleispira antarctica	species
698737	strain	28035	Staphylococcus lugdunensis	species
698647	species	69278	Aquamicrobium	genus
698331	species	1883	Streptomyces	genus
69823	species	970	Selenomonas	genus
697581	strain	1365176	Thermofilum adornatum	species
697331	genus	712	Pasteurellaceae	family
697329	strain	1264	Ruminococcus albus	species
697303	strain	46354	Thermoanaerobacter wiegelii	species
697284	strain	1464	Paenibacillus larvae	species
697283	strain	1313	Streptococcus pneumoniae	species
697282	strain	173365	Methylobacter tundripaludum	species
697281	strain	252966	Mahella australiensis	species
697279	genus	81852	Enterococcaceae	family
69710	species	157	Treponema	genus
696872	species	44249	Paenibacillus	genus
696749	strain	470	Acinetobacter baumannii	species
696748	strain	716	Actinobacillus suis	species
696747	strain	118562	Arthrospira platensis	species
69655	genus	118883	Sulfolobaceae	family
696536	species	44249	Paenibacillus	genus
696485	species	662	Vibrio	genus
696406	strain	562	Escherichia coli	species
696369	strain	1565	Desulfotomaculum nigrificans	species
696281	strain	1564	Desulforamulus ruminis	species
696216	strain	76860	Streptococcus constellatus	species
696127	strain	234827	Candidatus Midichloria mitochondrii	species
696125	strain	56426	Bartonella clarridgeiae	species
696074	species	763439	Caenimonas	genus
696001	species	55968	Leucobacter	genus
695982	genus	1644056	Haloferacaceae	family
695939	strain	309885	Deinococcus hopiensis	species
69578	genus	85023	Microbacteriaceae	family
695563	strain	1604	Lactobacillus amylovorus	species
695562	strain	1604	Lactobacillus amylovorus	species
695560	strain	1604	Lactobacillus amylovorus	species
69527	species	88723	Natrinema	genus
69525	species	88723	Natrinema	genus
69499	species	28236	Petrotoga	genus
69474	genus	775	Rickettsiaceae	family
69473	species	2903107	Paracholeplasma	genus
694569	strain	714	Aggregatibacter actinomycetemcomitans	species
694440	strain	2205	Methanomicrobium mobile	species
694439	strain	309891	Deinococcus sonorensis	species
694438	strain	28195	Thermonema lapsum	species
694437	strain	29528	Flammeovirga aprica	species
694436	strain	230356	Methanolacinia paynteri	species
694435	strain	309889	Deinococcus yavapaiensis	species
694434	strain	342666	Gracilibacter thermotolerans	species
694433	strain	1008	Saprospira grandis	species
694432	strain	269253	Thioreductor micantisoli	species
694431	strain	33002	Desulfurella acetivorans	species
694430	strain	29288	Natronococcus occultus	species
694429	strain	54252	Pyrolobus fumarii	species
694428	species	286	Pseudomonas	genus
694427	strain	185300	Paludibacter propionicigenes	species
694055	species	484508	Ornithinibacillus	genus
693986	strain	334852	Methylobacterium oryzae	species
693982	strain	382	Sinorhizobium meliloti	species
693979	strain	290053	Bacteroides helcogenes	species
693978	strain	34085	Riemerella anatipestifer	species
693977	strain	55148	Deinococcus proteolyticus	species
693974	strain	62322	Shewanella baltica	species
693973	strain	62322	Shewanella baltica	species
693970	strain	62322	Shewanella baltica	species
69395	species	75	Caulobacter	genus
693851	species	695982	Halogranum	genus
693748	species	234	Brucella	genus
693746	strain	351091	Oscillibacter valericigenes	species
693745	strain	210	Helicobacter pylori	species
69373	species	2034	Curtobacterium	genus
69370	species	33882	Microbacterium	genus
69369	species	33882	Microbacterium	genus
69368	species	33882	Microbacterium	genus
69367	species	33882	Microbacterium	genus
693661	strain	58290	Archaeoglobus veneficus	species
69366	species	33882	Microbacterium	genus
69365	species	33882	Microbacterium	genus
69363	species	33882	Microbacterium	genus
69362	species	33882	Microbacterium	genus
693324	species	1883	Streptomyces	genus
69328	species	286	Pseudomonas	genus
69322	species	237	Flavobacterium	genus
693216	strain	413502	Cronobacter turicensis	species
693153	species	662	Vibrio	genus
693075	species	693074	Caldisericum	genus
693074	genus	693073	Caldisericaceae	family
693023	species	125216	Roseomonas	genus
693	species	662	Vibrio	genus
69284	species	83618	Pseudoxanthomonas	genus
69279	species	69278	Aquamicrobium	genus
69278	genus	69277	Phyllobacteriaceae	family
692420	strain	1390	Bacillus amyloliquefaciens	species
692370	species	2800686	Tsuneonella	genus
69224	species	551	Erwinia	genus
69223	species	2884243	Musicola	genus
69222	species	551	Erwinia	genus
69221	species	122277	Pectobacterium	genus
69220	species	1330545	Lelliottia	genus
69218	species	547	Enterobacter	genus
691820	species	374	Bradyrhizobium	genus
691437	species	129337	Geobacillus	genus
691261	species	286	Pseudomonas	genus
691	species	662	Vibrio	genus
690850	strain	873	Desulfocurvibacter africanus	species
690621	genus	2008793	Sterolibacteriaceae	family
690598	strain	46677	Pseudomonas agarici	species
690567	strain	404335	Syntrophomonas zehnderi	species
690566	strain	46429	Sphingobium chlorophenolicum	species
690565	genus	125316	Beutenbergiaceae	family
69014	strain	311400	Thermococcus kodakarensis	species
690086	genus	2137278	Salinarimonadaceae	family
69	species	68	Lysobacter	genus
689697	genus	2893042	Salisaetaceae	family
68911	species	63742	Natrialba	genus
68910	species	1298	Deinococcus	genus
68909	species	1298	Deinococcus	genus
68903	genus	85021	Intrasporangiaceae	family
689	species	662	Vibrio	genus
68895	species	106589	Cupriavidus	genus
68892	species	1301	Streptococcus	genus
68891	species	1301	Streptococcus	genus
688354	strain	196	Campylobacter fetus	species
688270	strain	59600	Cellulophaga algicola	species
688269	strain	119394	Pseudothermotoga thermarum	species
688246	strain	310514	Hallella multisaccharivorax	species
688245	strain	285	Comamonas testosteroni	species
688	species	511678	Aliivibrio	genus
687905	species	66831	Facklamia	genus
687899	strain	1288385	Yersinia pekkanenii	species
687846	species	59732	Chryseobacterium	genus
687844	species	237	Flavobacterium	genus
687436	species	44249	Paenibacillus	genus
687388	species	1851	Saccharomonospora	genus
687	species	662	Vibrio	genus
686990	strain	160	Treponema pallidum	species
686660	strain	29466	Veillonella parvula	species
686658	species	245876	Nitratireductor	genus
686597	species	293088	Martelella	genus
686595	species	237	Flavobacterium	genus
686429	species	2053	Gordonia	genus
686340	strain	39775	Methylomicrobium album	species
686330	strain	321895	Paraburkholderia silvatlantica	species
685950	genus	685949	Fervidicoccaceae	family
685782	strain	395923	Bartonella rochalimae	species
685778	species	13687	Sphingomonas	genus
685727	strain	43767	Prescottella equi	species
685706	species	629	Yersinia	genus
68569	species	13687	Sphingomonas	genus
685039	strain	1280	Staphylococcus aureus	species
685038	strain	562	Escherichia coli	species
685	species	662	Vibrio	genus
684950	strain	210	Helicobacter pylori	species
684738	strain	1358	Lactococcus lactis	species
684063	species	44249	Paenibacillus	genus
683846	species	685950	Fervidicoccus	genus
683837	strain	1640	Listeria seeligeri	species
683737	species	44249	Paenibacillus	genus
68335	genus	2138247	Coprothermobacteraceae	family
68334	species	551	Erwinia	genus
683219	species	1883	Streptomyces	genus
683150	species	1663	Arthrobacter	genus
683137	species	2420	Thermosipho	genus
683136	species	2422	Fervidobacterium	genus
683135	species	81461	Thermanaerovibrio	genus
683124	species	237	Flavobacterium	genus
682957	strain	1333845	Paenibacillus sophorae	species
682956	species	44249	Paenibacillus	genus
68288	genus	563798	Cyclobacteriaceae	family
68287	genus	69277	Phyllobacteriaceae	family
68280	species	1883	Streptomyces	genus
682795	strain	940614	Granulicella mallensis	species
682713	species	187	Aquaspirillum	genus
682634	strain	82996	Serratia plymuthica	species
682522	genus	2448023	Ilumatobacteraceae	family
68228	species	1883	Streptomyces	genus
68214	species	1883	Streptomyces	genus
68213	species	1883	Streptomyces	genus
68204	species	1883	Streptomyces	genus
68180	species	1883	Streptomyces	genus
68179	species	1883	Streptomyces	genus
68173	species	2063	Kitasatospora	genus
68170	species	165301	Lentzea	genus
681645	strain	1719	Corynebacterium pseudotuberculosis	species
681608	species	1707	Cellulomonas	genus
681288	strain	1280	Staphylococcus aureus	species
680646	strain	43675	Rothia mucilaginosa	species
68034	genus	2867375	Desulfallaceae	family
680320	species	83654	Leclercia	genus
680319	species	83654	Leclercia	genus
680248	species	28105	Sinorhizobium	genus
680247	species	28105	Sinorhizobium	genus
680198	strain	1930	Streptomyces scabiei	species
680127	species	59732	Chryseobacterium	genus
680118	species	145260	Methanothermobacter	genus
680	species	662	Vibrio	genus
68	genus	32033	Xanthomonadaceae	family
679937	strain	151276	Bacteroides coprosuis	species
679936	strain	53633	Sulfobacillus acidophilus	species
679935	strain	214856	Alistipes finegoldii	species
679926	strain	54120	Methanolacinia petrolearia	species
679901	strain	39669	Methanosalsum zhilinae	species
679897	strain	217	Helicobacter mustelae	species
679896	strain	1719	Corynebacterium pseudotuberculosis	species
679318	species	1827	Rhodococcus	genus
679201	strain	135082	Selenomonas infelix	species
679200	strain	43995	Johnsonella ignava	species
679192	strain	118748	Bulleidia extructa	species
679190	strain	28127	Hoylesella buccalis	species
67855	species	1857532	Muribacter	genus
67854	species	713	Actinobacillus	genus
67829	species	544	Citrobacter	genus
67828	species	544	Citrobacter	genus
67827	species	544	Citrobacter	genus
67826	species	544	Citrobacter	genus
67825	species	544	Citrobacter	genus
67824	species	544	Citrobacter	genus
67780	species	635	Edwardsiella	genus
67774	species	1525371	Neorhizobium	genus
67760	species	196118	Methanocaldococcus	genus
676517	species	59195	Rickettsiella	genus
676032	strain	263	Francisella tularensis	species
676	species	662	Vibrio	genus
67589	species	1883	Streptomyces	genus
675816	strain	28175	Vibrio orientalis	species
675815	species	662	Vibrio	genus
675814	strain	190893	Vibrio coralliilyticus	species
675813	strain	28172	Vibrio metschnikovii	species
675812	strain	673	Grimontia hollisae	species
675811	strain	29494	Vibrio furnissii	species
67581	species	1883	Streptomyces	genus
67576	species	67575	Rheinheimera	genus
67575	genus	1046	Chromatiaceae	family
67574	species	33882	Microbacterium	genus
67572	genus	267894	Psychromonadaceae	family
675635	strain	240495	Pseudonocardia dioxanivorans	species
675631	strain	2275	Desulfurococcus mucosus	species
675610	species	2040	Aeromicrobium	genus
675090	species	1654	Actinomyces	genus
675	species	662	Vibrio	genus
674703	species	29407	Rhodoplanes	genus
674529	species	816	Bacteroides	genus
674	species	662	Vibrio	genus
673862	species	1551504	Babela	genus
673860	species	379546	Aciduliprofundum	genus
673534	genus	28056	Micromonosporaceae	family
673518	strain	1392	Bacillus anthracis	species
67339	species	1883	Streptomyces	genus
673372	species	662	Vibrio	genus
673	species	246861	Grimontia	genus
67299	species	1883	Streptomyces	genus
67294	species	1883	Streptomyces	genus
67273	species	1883	Streptomyces	genus
67267	species	1883	Streptomyces	genus
67266	species	1883	Streptomyces	genus
672161	strain	813	Chlamydia trachomatis	species
672	species	662	Vibrio	genus
671623	species	286	Pseudomonas	genus
671622	species	33882	Microbacterium	genus
671266	species	447020	Adlercreutzia	genus
671230	species	543311	Parvimonas	genus
671229	species	29465	Veillonella	genus
671228	species	29465	Veillonella	genus
671224	species	970	Selenomonas	genus
671222	species	1743	Propionibacterium	genus
671218	species	1283313	Alloprevotella	genus
671143	species	1170227	Methylomirabilis	genus
671	species	662	Vibrio	genus
670487	strain	187137	Oceanithermus profundus	species
670482	species	995014	Fontibacillus	genus
670308	strain	53358	Intrasporangium calvum	species
670307	strain	53399	Hyphomicrobium denitrificans	species
670079	species	1742990	Paeniglutamicibacter	genus
670052	species	69578	Cryobacterium	genus
670	species	662	Vibrio	genus
669502	species	1381133	Profftella	genus
669359	species	669357	Geminocystis	genus
669041	species	104267	Tenacibaculum	genus
669	species	662	Vibrio	genus
66869	species	1883	Streptomyces	genus
66866	species	1883	Streptomyces	genus
66864	species	66862	Ammoniphilus	genus
66863	species	66862	Ammoniphilus	genus
66862	genus	186822	Paenibacillaceae	family
66848	genus	224380	Desulfonatronaceae	family
66835	species	89342	Desulfocella	genus
668336	strain	714	Aggregatibacter actinomycetemcomitans	species
668331	species	244599	Raphidiopsis	genus
66831	genus	186827	Aerococcaceae	family
668	species	511678	Aliivibrio	genus
667129	strain	618	Serratia odorifera	species
667128	strain	754	Pasteurella dagmatis	species
667127	strain	573	Klebsiella pneumoniae	species
667126	species	196118	Methanocaldococcus	genus
667121	strain	636	Edwardsiella tarda	species
667120	strain	1821960	Edwardsiella anguillarum	species
667112	genus	3120708	Lutisporaceae	family
667015	strain	376805	Phocaeicola salanitronis	species
667014	strain	171695	Thermodesulfatator indicus	species
667013	strain	114186	Candidatus Carsonella ruddii	species
66692	strain	79880	Shouchella clausii	species
666714	strain	160	Treponema pallidum	species
666686	species	1386	Bacillus	genus
666685	species	75309	Rhodanobacter	genus
666684	species	1033	Afipia	genus
666681	strain	1055487	Methylotenera versatilis	species
666510	strain	242703	Acidilobus saccharovorans	species
666509	strain	1284658	Planktomarina temperata	species
666508	genus	666507	Phycisphaeraceae	family
666	species	662	Vibrio	genus
665959	species	1386	Bacillus	genus
665958	species	1386	Bacillus	genus
665957	species	1386	Bacillus	genus
665956	species	292632	Subdoligranulum	genus
665952	strain	1479	Bacillus smithii	species
665949	species	195950	Tannerella	genus
665943	species	84111	Eggerthella	genus
665942	species	872	Desulfovibrio	genus
665941	species	100883	Coprobacillus	genus
665940	species	1485	Clostridium	genus
665939	species	194	Campylobacter	genus
665874	genus	80864	Comamonadaceae	family
665792	species	44249	Paenibacillus	genus
665571	strain	154	Spirochaeta thermophila	species
665560	species	1883	Streptomyces	genus
665559	species	1883	Streptomyces	genus
665550	species	37914	Dietzia	genus
665134	strain	1522	[Clostridium] innocuum	species
665126	species	81894	Prosthecomicrobium	genus
665099	species	2675230	Cytobacillus	genus
665029	strain	552	Erwinia amylovora	species
665004	strain	144786	Thermobifida cellulosilytica	species
664911	species	367298	Phycicoccus	genus
664909	species	44249	Paenibacillus	genus
664902	species	1386	Bacillus	genus
664683	species	2745	Halomonas	genus
664662	species	64895	Borreliella	genus
664642	species	286104	Winogradskyella	genus
664640	species	33882	Microbacterium	genus
664638	species	55968	Leucobacter	genus
664424	species	497	Psychrobacter	genus
66431	species	1883	Streptomyces	genus
66424	species	1883	Streptomyces	genus
66423	species	1883	Streptomyces	genus
663954	strain	1334	Streptococcus dysgalactiae	species
663951	strain	1280	Staphylococcus aureus	species
663949	species	283	Comamonas	genus
663918	strain	2097	Mycoplasmoides genitalium	species
663917	strain	35554	Geobacter sulfurreducens	species
663386	species	1847	Pseudonocardia	genus
663278	strain	253239	Ethanoligenens harbinense	species
663275	species	861913	Fibrisoma	genus
663	species	662	Vibrio	genus
662947	strain	2097	Mycoplasmoides genitalium	species
662946	strain	2097	Mycoplasmoides genitalium	species
662945	strain	2097	Mycoplasmoides genitalium	species
662755	strain	258224	Corynebacterium resistens	species
66269	species	53335	Pantoea	genus
662598	strain	487	Neisseria meningitidis	species
662548	species	34072	Variovorax	genus
662541	strain	562	Escherichia coli	species
662480	strain	255616	Haloferax sulfurifontis	species
662479	strain	403181	Haloferax mucosum	species
662478	strain	35745	Haloferax denitrificans	species
662477	strain	28442	Haloarcula vallismortis	species
66229	species	1434011	Komagataeibacter	genus
66228	species	2692113	Gleimia	genus
66219	species	1506553	Lachnoclostridium	genus
662	genus	641	Vibrionaceae	family
66199	species	862	Syntrophomonas	genus
661979	species	43668	Brachybacterium	genus
661489	species	1839	Nocardioides	genus
661482	species	237	Flavobacterium	genus
661478	strain	1005039	Fimbriimonas ginsengisoli	species
661410	strain	408	Methylorubrum extorquens	species
661367	strain	450	Legionella longbeachae	species
661086	species	133925	Olsenella	genus
661	species	657	Photobacterium	genus
66084	species	953	Wolbachia	genus
660596	strain	66269	Pantoea stewartii	species
660470	strain	1184387	Mesotoga prima	species
65959	species	434	Acetobacter	genus
65958	species	1434011	Komagataeibacter	genus
659496	species	2071	Saccharothrix	genus
659444	species	237	Flavobacterium	genus
659251	species	106589	Cupriavidus	genus
659243	species	1386	Bacillus	genus
659	species	657	Photobacterium	genus
658665	species	189330	Dorea	genus
658661	species	375288	Parabacteroides	genus
658445	strain	1295392	Photobacterium gaetbulicola	species
658267	species	2782231	Kaistella	genus
658225	species	13687	Sphingomonas	genus
658224	species	237	Flavobacterium	genus
658172	strain	556287	Candidatus Liberibacter solanacearum	species
658080	species	48736	Ralstonia	genus
658062	species	658061	Candidatus Korobacter	genus
65786	species	47420	Hydrogenophaga	genus
657445	species	262	Francisella	genus
657418	species	67575	Rheinheimera	genus
65735	species	265	Paracoccus	genus
657324	strain	831	Butyrivibrio fibrisolvens	species
657323	species	1263	Ruminococcus	genus
657322	strain	853	Faecalibacterium prausnitzii	species
657321	strain	40518	Ruminococcus bromii	species
657319	strain	39492	[Eubacterium] siraeum	species
657318	strain	39491	Agathobacter rectalis	species
657317	strain	39491	Agathobacter rectalis	species
657316	strain	158847	Megamonas hypermegale	species
657315	strain	166486	Roseburia intestinalis	species
657314	strain	40520	Blautia obeum	species
657313	strain	33039	[Ruminococcus] torques	species
657309	strain	371601	Bacteroides xylanisolvens	species
657308	strain	471189	Gordonibacter pamelaeae	species
65700	species	551	Erwinia	genus
657	genus	641	Vibrionaceae	family
656914	strain	83661	Desulfonispora thiosulfatigenes	species
656899	genus	126	Planctomycetaceae	family
656744	strain	1307955	Gluconobacter wancherniae	species
65657	species	47420	Hydrogenophaga	genus
65656	species	47420	Hydrogenophaga	genus
65655	species	47420	Hydrogenophaga	genus
656519	species	2330	Halanaerobium	genus
656366	species	1663	Arthrobacter	genus
656179	species	93217	Pandoraea	genus
656178	species	93217	Pandoraea	genus
656	species	642	Aeromonas	genus
655817	strain	562	Escherichia coli	species
655816	strain	96241	Bacillus spizizenii	species
655815	strain	398743	Zunongwangia profunda	species
655812	strain	1377	Aerococcus viridans	species
655811	strain	33037	Anaerococcus vaginalis	species
65555	species	53318	Desulfocapsa	genus
65553	species	57665	Sulfurospirillum	genus
65551	genus	188786	Thermaceae	family
655355	species	1254401	Sunxiuqinia	genus
65515	species	83681	Nonomuraea	genus
65505	species	65504	Virgisporangium	genus
65504	genus	28056	Micromonosporaceae	family
65502	genus	622454	Cryptosporangiaceae	family
655015	species	133	Methylocystis	genus
65499	species	165301	Lentzea	genus
65496	genus	2070	Pseudonocardiaceae	family
65403	species	65402	Acidaminobacter	genus
65402	genus	3118653	Acidaminobacteraceae	family
654	species	642	Aeromonas	genus
653954	species	13687	Sphingomonas	genus
653938	strain	1639	Listeria monocytogenes	species
65393	strain	2546356	Gloeothece citriformis	species
653929	species	2762352	Albibacterium	genus
653733	strain	936456	Desulfurispirillum indicum	species
653045	strain	68280	Streptomyces violaceusniger	species
652716	species	838	Prevotella	genus
652706	species	265975	Oribacterium	genus
652620	strain	35790	Rickettsia japonica	species
652616	strain	1773	Mycobacterium tuberculosis	species
652611	strain	287	Pseudomonas aeruginosa	species
652434	species	1839	Nocardioides	genus
652103	strain	1076	Rhodopseudomonas palustris	species
652017	species	57494	Nesterenkonia	genus
652	species	642	Aeromonas	genus
651822	species	1434006	Fretibacterium	genus
651810	genus	651809	Phaselicystidaceae	family
651663	species	165697	Sphingopyxis	genus
651662	species	89966	Hymenobacter	genus
651661	species	120831	Dyadobacter	genus
651609	species	1654	Actinomyces	genus
651561	species	59732	Chryseobacterium	genus
651553	genus	85034	Glycomycetaceae	family
651457	species	651456	Kosmotoga	genus
651305	species	469	Acinetobacter	genus
65123	species	2093	Mycoplasma	genus
651183	species	182269	Aurantimonas	genus
651182	strain	28223	Desulfobacula toluolica	species
651143	species	861914	Fibrella	genus
651	species	642	Aeromonas	genus
65093	species	76023	Halothece	genus
65058	species	1716	Corynebacterium	genus
65048	species	93681	Roseateles	genus
650368	species	1678	Bifidobacterium	genus
650367	species	1678	Bifidobacterium	genus
650366	species	1678	Bifidobacterium	genus
650365	species	1678	Bifidobacterium	genus
650364	species	1678	Bifidobacterium	genus
650150	strain	1648	Erysipelothrix rhusiopathiae	species
650106	species	265	Paracoccus	genus
650	species	642	Aeromonas	genus
65	species	64	Herpetosiphon	genus
649841	species	935200	Sulfuricella	genus
649831	species	1865	Actinoplanes	genus
64977	species	965	Oceanospirillum	genus
649764	strain	84109	Slackia exigua	species
649762	strain	89014	Blautia luti	species
64976	species	965	Oceanospirillum	genus
649759	strain	847	Oxalobacter formigenes	species
649758	strain	1580	Levilactobacillus brevis	species
649757	strain	649756	Anaerostipes hadrus	species
649756	species	207244	Anaerostipes	genus
649755	strain	39483	Faecalitalea cylindroides	species
649754	strain	1697	Corynebacterium ammoniagenes	species
649753	strain	292800	Flavonifractor plautii	species
649752	strain	384639	Bacteroides galacturonicus	species
64975	species	64968	Marinospirillum	genus
649747	strain	1391	Aneurinibacillus aneurinilyticus	species
649746	species	49894	Acetomicrobium	genus
64974	species	64968	Marinospirillum	genus
649739	species	1654	Actinomyces	genus
64973	species	196080	Terasakiella	genus
649724	species	1485	Clostridium	genus
64972	species	196079	Oceanobacter	genus
64971	species	196078	Allopseudospirillum	genus
64969	species	965	Oceanospirillum	genus
64968	genus	135620	Oceanospirillaceae	family
649639	strain	1413	Evansella cellulosilytica	species
649638	strain	332249	Truepera radiovictrix	species
649507	species	1133570	Cesiribacter	genus
649349	strain	316068	Leadbetterella byssophila	species
649197	strain	47917	Serratia fonticola	species
649	species	642	Aeromonas	genus
648999	species	1873	Micromonospora	genus
648996	strain	228745	Thermovibrio ammonificans	species
64897	species	64895	Borreliella	genus
64895	genus	1643685	Borreliaceae	family
648794	species	642	Aeromonas	genus
648757	strain	1069	Rhodomicrobium vannielii	species
648	species	642	Aeromonas	genus
647960	genus	83676	Nocardiopsaceae	family
647910	species	1637	Listeria	genus
647625	species	1386	Bacillus	genus
647171	strain	213185	Methanotorris formicicus	species
64713	species	56688	Halorubrum	genus
647113	strain	155863	Methanothermococcus okinawensis	species
64702	species	1743	Propionibacterium	genus
646655	species	1883	Streptomyces	genus
64659	species	5624	Collybia	genus
646529	strain	885581	Desulfosporosinus acidiphilus	species
64642	species	51668	Tetragenococcus	genus
646095	species	44249	Paenibacillus	genus
64602	species	63742	Natrialba	genus
646	species	642	Aeromonas	genus
645991	strain	51197	Syntrophobotulus glycolicus	species
645990	strain	89967	Hymenobacter roseosalivarius	species
645657	strain	1423	Bacillus subtilis	species
645597	species	83614	Luteimonas	genus
645578	species	762296	Methylovulum	genus
645517	species	2800682	Paraurantiacibacter	genus
645464	strain	197	Campylobacter jejuni	species
645463	strain	1496	Clostridioides difficile	species
645462	strain	1496	Clostridioides difficile	species
645422	species	2093	Mycoplasma	genus
645275	species	1400055	Murinocardiopsis	genus
645127	strain	161879	Corynebacterium kroppenstedtii	species
645110	species	1187078	Cecembia	genus
645	species	642	Aeromonas	genus
644966	strain	73919	Thermaerobacter marianensis	species
644897	strain	42252	Nitratidesulfovibrio termitidis	species
644801	strain	316	Stutzerimonas stutzeri	species
64471	species	1129	Synechococcus	genus
644651	strain	79967	Erwinia pyrifoliae	species
644556	species	2060	Tsukamurella	genus
644548	strain	945692	Gordonia neofelifaecis	species
644355	genus	2975441	Sphaerotilaceae	family
644353	genus	53434	Halobacteroidaceae	family
644295	strain	2322	Methanohalobium evestigatum	species
644284	strain	28264	Arcanobacterium haemolyticum	species
644283	strain	47850	Micromonospora aurantiaca	species
644282	strain	453230	Desulfarculus baarsii	species
644281	species	196118	Methanocaldococcus	genus
644107	strain	55218	Ruegeria lacuscaerulensis	species
644042	strain	1590	Lactiplantibacillus plantarum	species
644	species	642	Aeromonas	genus
643956	strain	1220600	Phaeovibrio sulfidiphilus	species
643949	genus	84994	Acidimicrobiaceae	family
643867	strain	1006	Marivirga tractuosa	species
643748	species	203135	Halomicrobium	genus
643674	species	1100891	Paenalcaligenes	genus
643648	strain	86170	Syntrophothermus lipocalidus	species
643568	species	13687	Sphingomonas	genus
643562	strain	182210	Pseudodesulfovibrio aespoeensis	species
643561	strain	80867	Paracidovorax avenae	species
643560	strain	42256	Rubrobacter radiotolerans	species
643262	species	286104	Winogradskyella	genus
64323	species	64322	Carnimonas	genus
64322	genus	28256	Halomonadaceae	family
643214	species	2803850	Mammaliicoccus	genus
642492	strain	29360	Cellulosilyticum lentocellum	species
642250	species	204456	Gemmobacter	genus
642	genus	84642	Aeromonadaceae	family
641892	strain	336810	Candidatus Karelsulcia muelleri	species
64178	species	669368	Coleofasciculus	genus
64160	species	64159	Desulfurobacterium	genus
64159	genus	558314	Desulfurobacteriaceae	family
641575	species	168934	Thalassospira	genus
641574	species	168934	Thalassospira	genus
641571	species	226	Alteromonas	genus
641549	species	291183	Lacinutrix	genus
641526	strain	1344585	Winogradskyella psychrotolerans	species
641524	strain	1350429	Cyclobacterium qasimii	species
641491	species	2035811	Pseudodesulfovibrio	genus
641297	species	146	Spirochaeta	genus
641239	species	263377	Salipiger	genus
641237	species	289201	Pontibacillus	genus
641235	species	289201	Pontibacillus	genus
641234	species	1386	Bacillus	genus
641232	species	1386	Bacillus	genus
641231	species	1663	Arthrobacter	genus
641230	species	1663	Arthrobacter	genus
641148	species	482	Neisseria	genus
641147	strain	72	Simonsiella muelleri	species
641143	strain	45242	Capnocytophaga granulosa	species
641118	strain	94625	Brucella intermedia	species
641112	strain	1265	Ruminococcus flavefaciens	species
641107	species	1485	Clostridium	genus
64104	species	1386	Bacillus	genus
640707	strain	1452	Bacillus atrophaeus	species
640513	strain	61645	Enterobacter asburiae	species
640512	species	32008	Burkholderia	genus
640510	species	32008	Burkholderia	genus
640331	species	2767881	Fructilactobacillus	genus
640132	strain	286802	Segniliparus rotundus	species
640131	strain	244366	Klebsiella variicola	species
640081	strain	146939	Azospira oryzae	species
64002	species	64001	Nevskia	genus
64001	genus	568386	Nevskiaceae	family
64	genus	189773	Herpetosiphonaceae	family
63959	species	63958	Demetria	genus
63958	genus	145357	Dermacoccaceae	family
639313	species	697025	Hoyosella	genus
639283	strain	921	Ancylobacter novellus	species
639282	strain	197162	Deferribacter desulfuricans	species
639203	species	1827	Rhodococcus	genus
639200	species	34102	Sphaerotilus	genus
638849	species	638847	Pyramidobacter	genus
638303	strain	136094	Thermocrinis albus	species
638302	strain	135080	Selenomonas flueggei	species
638301	strain	46124	Granulicatella adiacens	species
638300	strain	2718	Cardiobacterium hominis	species
638	species	637	Arsenophonus	genus
637971	species	2767886	Levilactobacillus	genus
637915	strain	39152	Methanococcus maripaludis	species
637914	strain	39152	Methanococcus maripaludis	species
637913	strain	210	Helicobacter pylori	species
